fuel_log_id,vehicle_id,fuel_date,liters,fuel_cost,odometer_reading
11411,11,2024-06-12,25.84,8449.72,234229
11412,15,2024-12-06,112.73,10904.98,56459
11413,6,2026-01-24,26.26,6049.26,71641
11414,5,2025-05-18,31.07,4499.22,270413
11415,9,2025-07-04,107.65,1346.54,321409
11416,15,2024-08-18,46.85,10473.18,263648
11417,14,2026-03-09,30.47,5864.72,300950
11418,6,2026-05-11,14.46,10438.02,149296
11419,8,2025-02-22,74.68,8514.6,162239
11420,2,2024-06-21,31.65,1412.38,83577
11421,6,2025-02-16,39.69,1252.98,298848
11422,3,2026-04-12,61.7,1476.73,320460
11423,5,2024-06-04,38.76,4600.51,309703
11424,9,2025-01-01,117.21,3244.17,194985
11425,1,2025-07-23,37.65,11049.16,108123
11426,14,2024-07-19,43.53,2613.23,237958
11427,4,2024-06-29,35.42,2785.46,342543
11428,7,2025-07-04,81.44,11851.65,287112
11429,8,2024-11-23,46.72,11017.78,129736
11430,11,2025-05-22,113.05,7455.62,265659
11431,4,2026-02-28,80.78,9783.6,193292
11432,4,2024-12-29,59.33,5705.77,41913
11433,9,2025-11-30,89.71,1224.32,97864
11434,7,2026-05-05,92.09,8812.79,394415
11435,14,2024-08-04,108.98,8088.63,345735
11436,14,2025-06-15,67.23,5696.96,258187
11437,10,2025-08-21,19.13,3315.49,377858
11438,13,2026-03-23,50.55,11520.76,41660
11439,4,2024-09-27,78.68,9773.34,220343
11440,11,2024-11-30,33.8,9489.0,191946
11441,8,2024-07-12,115.79,3803.07,57506
11442,6,2025-10-31,58.45,7098.96,76708
11443,3,2024-12-09,49.55,3915.82,32293
11444,1,2025-10-22,84.07,7596.01,321672
11445,15,2024-06-13,66.3,5950.78,35067
11446,14,2025-04-26,18.1,8420.48,349168
11447,13,2025-02-10,29.53,2487.18,81840
11448,12,2026-01-14,59.4,9497.31,266382
11449,5,2026-03-29,76.78,9543.4,101247
11450,10,2025-07-24,106.23,4781.5,82964
11451,2,2025-11-21,14.73,5714.64,215869
11452,1,2026-02-17,84.71,1360.45,342134
11453,8,2026-01-08,37.11,2238.35,309983
11454,13,2025-12-02,25.16,5098.23,168165
11455,3,2024-11-02,40.8,7238.79,330723
11456,15,2025-04-13,79.96,6778.39,359990
11457,4,2025-05-14,95.62,2010.81,177617
11458,6,2025-02-28,23.78,2925.96,229734
11459,11,2025-03-10,30.98,10447.92,46934
11460,5,2025-08-17,87.84,6865.1,154291
11461,3,2024-08-18,35.21,4341.74,389188
11462,3,2025-12-10,77.76,8562.46,385503
11463,3,2025-09-08,40.01,7652.42,65470
11464,10,2024-06-14,44.12,3061.27,278057
11465,7,2024-09-28,81.52,4664.71,66352
11466,12,2025-11-22,95.65,1318.6,336169
11467,14,2025-01-22,104.45,2801.78,286495
11468,13,2025-04-26,32.49,1308.76,151560
11469,8,2026-05-04,104.53,1988.58,250705
11470,13,2026-05-15,38.92,5362.55,235426
11471,13,2024-07-08,31.33,2742.94,238228
11472,7,2025-12-13,43.38,1712.48,190831
11473,15,2024-09-05,78.5,6540.13,277133
11474,13,2025-01-07,82.94,8816.35,119123
11475,14,2025-06-25,60.65,2717.76,209044
11476,14,2024-06-29,82.87,4299.48,331955
11477,6,2025-04-02,81.44,4191.47,166125
11478,1,2025-06-27,81.01,4575.57,313215
11479,11,2024-09-10,22.3,3141.99,97290
11480,1,2025-07-21,115.1,8325.41,333903
11481,1,2025-05-27,98.47,1617.23,32542
11482,8,2026-04-14,20.72,1477.68,221391
11483,12,2024-10-23,116.99,6783.91,116684
11484,15,2025-10-10,45.42,6540.63,151032
11485,4,2025-01-02,117.26,11535.9,216842
11486,10,2025-01-03,70.85,8475.66,183324
11487,2,2024-09-28,26.11,11694.92,88457
11488,1,2026-02-27,105.27,5114.27,383005
11489,3,2025-03-11,50.65,11092.72,59308
11490,2,2025-07-30,64.62,4067.85,371849
11491,6,2026-04-05,99.48,5736.52,196831
11492,7,2024-09-09,14.15,11204.92,103945
11493,3,2025-10-09,36.43,9220.84,121000
11494,5,2025-01-18,11.99,5204.93,361034
11495,6,2024-12-07,107.62,2632.53,210296
11496,3,2025-04-21,25.8,11218.17,106521
11497,5,2026-01-01,23.93,7752.41,278260
11498,8,2024-07-29,64.27,6048.28,182888
11499,5,2025-08-04,32.44,2096.45,287244
11500,4,2024-10-23,10.66,1372.03,119944
11501,11,2025-06-18,88.78,1473.56,35609
11502,14,2026-03-14,66.17,2966.95,348820
11503,15,2024-10-22,56.75,6873.51,127739
11504,11,2025-06-10,96.15,3151.3,379822
11505,9,2025-10-24,79.4,10372.65,165908
11506,15,2025-09-26,72.28,8793.77,59347
11507,8,2025-02-14,109.95,4655.48,227455
11508,3,2025-10-06,38.5,9495.56,321882
11509,14,2024-05-28,11.62,3271.64,221282
11510,12,2025-10-21,36.39,5222.07,178988
11511,9,2025-02-16,112.26,5358.24,325309
11512,1,2025-10-05,71.46,6630.84,116228
11513,3,2024-11-10,92.18,7183.42,80149
11514,8,2024-07-17,101.97,11251.67,339149
11515,1,2024-10-10,111.99,6260.97,357332
11516,3,2024-10-12,21.22,8874.75,36720
11517,11,2024-11-24,19.41,10586.64,132274
11518,13,2024-10-16,91.78,3568.48,239371
11519,10,2025-11-16,74.02,3582.24,86787
11520,1,2024-08-25,80.89,5430.36,116575
11521,12,2025-05-25,47.86,8081.19,240124
11522,6,2024-12-12,27.61,9992.83,239325
11523,13,2025-05-02,24.56,1689.99,354106
11524,9,2025-03-15,57.4,6616.42,135048
11525,1,2025-08-30,36.48,5560.13,384448
11526,5,2024-09-26,52.06,11634.74,262998
11527,10,2026-02-16,41.04,11585.11,189870
11528,7,2024-07-01,21.09,4884.2,46012
11529,6,2025-04-23,105.83,3432.79,257517
11530,7,2024-07-04,69.01,6456.48,342079
11531,6,2024-06-29,74.25,9237.7,190894
11532,1,2026-02-27,80.64,8644.42,285667
11533,4,2025-07-27,100.17,4714.43,297389
11534,13,2025-12-19,93.6,11874.29,110146
11535,12,2025-05-16,90.86,2158.7,171101
11536,2,2025-11-01,65.38,9471.35,267234
11537,5,2025-12-24,53.98,4370.37,136468
11538,3,2026-03-29,15.15,11992.4,122139
11539,1,2026-05-02,22.35,2358.74,247214
11540,6,2025-09-04,41.74,8625.59,191181
11541,13,2025-07-17,102.4,1480.51,313108
11542,10,2025-01-02,27.72,11417.27,246906
11543,6,2025-02-07,26.89,8203.59,118545
11544,10,2025-11-16,103.47,9473.41,268986
11545,4,2024-06-06,33.59,11280.22,247471
11546,8,2024-11-19,72.92,2571.06,251079
11547,11,2026-04-14,12.64,7614.57,370741
11548,14,2026-01-18,27.36,2235.97,259161
11549,15,2025-02-23,29.35,11910.92,48783
11550,9,2024-09-04,19.16,10690.48,67326
11551,6,2026-01-20,33.91,9080.29,105786
11552,7,2024-08-22,15.87,8709.06,302069
11553,11,2025-04-11,108.63,3855.85,320983
11554,9,2026-04-25,81.98,11254.92,83345
11555,15,2024-11-07,102.54,2031.81,262253
11556,11,2024-06-07,41.09,10535.99,102585
11557,4,2024-09-06,106.81,2053.65,289375
11558,10,2024-10-31,29.82,4359.3,144281
11559,10,2026-01-03,104.95,9220.31,256422
11560,12,2025-12-16,114.44,9520.84,223313
11561,2,2026-03-23,50.15,11225.45,140101
11562,9,2025-09-27,33.24,11646.88,276194
11563,12,2025-12-10,34.08,1268.99,229716
11564,12,2024-11-23,111.04,8978.77,359033
11565,13,2024-05-31,91.11,5640.29,110424
11566,15,2025-05-23,68.43,1363.28,329076
11567,4,2024-05-23,72.04,3138.19,106424
11568,14,2024-10-08,90.55,2879.12,99070
11569,6,2025-11-05,54.06,7449.71,139846
11570,7,2025-06-18,70.05,2364.74,135577
11571,1,2025-02-21,36.57,7401.71,270241
11572,11,2026-02-07,117.61,7448.1,366877
11573,15,2025-08-16,75.21,6239.43,105861
11574,1,2026-05-17,100.67,9135.03,32301
11575,15,2026-02-19,118.02,4755.94,245799
11576,1,2024-12-25,117.08,9982.28,391211
11577,8,2026-04-15,41.96,7993.17,152474
11578,14,2024-09-30,71.82,8224.65,66946
11579,5,2025-07-30,60.57,1303.25,139294
11580,12,2026-04-15,99.05,10394.39,179533
11581,12,2024-12-21,12.67,11465.54,144812
11582,2,2025-03-26,40.53,11960.67,396146
11583,13,2025-07-27,19.56,5035.31,335656
11584,6,2026-05-07,25.83,6634.86,234220
11585,10,2026-03-11,95.45,9868.01,168981
11586,3,2026-01-08,95.3,1962.2,174283
11587,15,2025-11-20,45.42,4693.06,98460
11588,9,2024-10-23,75.99,6138.48,305998
11589,3,2025-10-07,90.31,1586.07,307372
11590,5,2024-10-07,74.69,4394.01,245673
11591,7,2026-02-11,13.21,9679.36,301676
11592,3,2025-05-16,47.15,1439.51,65094
11593,3,2025-07-11,77.48,7365.43,221503
11594,6,2025-05-15,81.49,5531.51,374160
11595,1,2024-12-21,118.45,10863.96,364011
11596,1,2025-03-01,44.2,3246.84,203397
11597,8,2024-09-25,34.16,7011.03,44506
11598,12,2025-01-14,74.9,10945.56,373487
11599,8,2024-06-22,82.1,4873.86,321969
11600,2,2025-03-22,81.89,7729.37,344394
11601,15,2026-02-08,116.48,7897.42,194998
11602,7,2026-04-02,84.39,9731.31,35998
11603,11,2025-09-13,13.71,10653.75,275366
11604,11,2024-09-24,98.43,8855.21,298333
11605,13,2024-08-12,80.6,7278.81,207294
11606,4,2024-08-25,76.08,2646.17,373037
11607,15,2024-07-02,23.74,1471.01,395293
11608,3,2026-04-02,52.5,3552.48,89131
11609,8,2024-08-30,66.65,2077.23,260849
11610,4,2026-01-20,49.24,6233.55,166813
11611,14,2026-03-12,93.86,8203.62,206496
11612,13,2024-11-10,55.56,1359.32,48952
11613,5,2025-03-11,67.34,3857.16,340994
11614,11,2024-10-22,24.53,5987.29,297456
11615,2,2025-08-18,14.57,10782.02,365953
11616,10,2025-04-08,91.18,11499.94,231451
11617,2,2024-08-17,91.11,4717.53,80230
11618,13,2025-09-16,51.42,6365.55,165503
11619,6,2024-09-13,95.54,10392.08,345039
11620,3,2025-04-18,47.89,4417.06,135308
11621,13,2025-07-10,48.69,3670.54,387608
11622,6,2025-04-30,87.69,9342.15,252662
11623,5,2026-03-07,87.91,5941.59,237470
11624,14,2025-08-17,77.48,8328.08,112817
11625,2,2025-04-19,77.67,5127.86,156901
11626,7,2024-07-18,23.74,3291.22,42330
11627,1,2025-02-18,112.75,1454.91,48757
11628,11,2026-01-09,96.3,9218.25,212926
11629,8,2024-08-11,100.87,5801.44,250213
11630,14,2026-01-20,41.91,2539.57,290816
11631,11,2026-02-26,70.65,11634.75,338588
11632,1,2024-11-07,10.81,4192.74,200754
11633,13,2025-07-19,69.14,2709.82,293426
11634,1,2025-03-10,53.48,6390.69,39237
11635,8,2025-08-09,74.47,1291.91,331136
11636,7,2025-11-21,43.57,4015.77,360762
11637,11,2025-04-30,112.76,7379.46,197347
11638,14,2024-11-22,14.08,4524.57,147038
11639,13,2024-09-11,94.87,6930.74,291403
11640,8,2025-06-18,76.61,11493.32,153719
11641,14,2025-08-31,80.56,9105.36,40899
11642,13,2025-03-12,56.19,8666.25,249388
11643,12,2024-07-17,58.52,1712.58,30532
11644,2,2025-04-30,89.19,7109.03,145222
11645,11,2025-03-25,62.66,4950.82,269148
11646,2,2024-08-04,100.2,8869.45,347208
11647,15,2024-07-22,34.8,10515.44,139698
11648,10,2025-08-15,69.14,8073.27,173114
11649,10,2026-01-23,33.1,6998.76,228258
11650,15,2025-06-13,50.09,3528.42,193834
11651,14,2025-11-14,93.29,11498.61,176217
11652,13,2024-12-07,65.92,2672.31,179036
11653,1,2025-05-17,99.09,4159.55,181707
11654,4,2025-01-27,65.52,2939.32,274418
11655,9,2025-11-08,50.99,11936.25,310588
11656,14,2024-08-02,51.76,2129.48,320281
11657,6,2024-08-08,44.85,9219.92,108733
11658,2,2025-11-12,64.94,7234.63,340956
11659,1,2026-04-09,11.44,1307.44,154096
11660,10,2025-06-28,106.77,2602.34,130755
11661,1,2026-05-19,81.04,11569.03,323765
11662,12,2024-11-16,17.23,8770.36,313544
11663,4,2025-08-20,57.36,10582.11,224650
11664,4,2025-04-21,68.03,3885.7,102702
11665,7,2025-06-17,64.45,5660.83,195666
11666,1,2025-07-01,42.37,5092.89,131865
11667,6,2025-09-30,93.81,2668.57,309968
11668,12,2024-07-10,106.3,8594.67,378276
11669,11,2026-02-24,98.49,5470.36,300690
11670,3,2026-02-26,27.79,6401.69,79170
11671,1,2026-04-10,81.38,9139.39,322043
11672,2,2026-04-07,98.38,10896.26,219524
11673,14,2025-01-15,38.78,4910.2,252252
11674,1,2025-01-11,77.4,11251.18,53887
11675,7,2025-04-27,64.6,11989.01,320879
11676,6,2026-05-16,85.96,3002.23,203171
11677,3,2025-06-25,22.13,6768.47,123284
11678,15,2026-02-16,37.02,6822.25,208010
11679,13,2025-07-04,14.0,1205.37,274823
11680,10,2026-05-20,116.83,11378.22,81641
11681,1,2024-11-01,101.63,7847.0,185863
11682,13,2024-12-17,33.45,8598.5,169547
11683,2,2025-01-04,119.27,2434.36,228562
11684,14,2025-12-07,10.94,10727.23,369084
11685,4,2025-03-30,96.09,3268.82,283259
11686,2,2024-12-04,51.36,3781.23,93733
11687,9,2025-01-31,17.73,6742.34,120057
11688,10,2026-04-06,116.02,9156.4,386230
11689,7,2024-08-13,12.94,8542.98,226377
11690,6,2026-05-14,30.49,9424.56,33117
11691,2,2025-06-11,44.9,7527.43,178399
11692,2,2024-06-26,15.1,7959.04,43447
11693,5,2024-10-20,15.85,10538.93,68573
11694,3,2024-09-29,119.64,9662.06,371488
11695,7,2025-07-20,75.94,4043.47,148423
11696,11,2025-03-17,117.74,2261.45,32421
11697,15,2025-11-09,59.02,10292.78,321181
11698,11,2026-05-17,96.74,1461.18,311388
11699,12,2024-11-29,80.19,4705.53,63394
11700,8,2024-12-20,115.65,11700.33,185944
11701,5,2024-07-22,83.57,8201.2,361137
11702,2,2026-02-26,16.04,6082.56,113966
11703,7,2024-10-21,36.03,8773.88,348608
11704,9,2024-11-29,101.31,10910.35,262002
11705,8,2025-03-11,38.01,3460.83,151167
11706,7,2025-09-20,86.81,7597.01,249418
11707,12,2025-02-20,57.48,10832.11,101731
11708,14,2026-01-15,68.72,4060.11,108262
11709,5,2025-05-04,19.61,1443.24,120465
11710,2,2026-04-25,17.4,7097.98,256264
11711,14,2026-01-28,87.98,2397.55,259066
11712,15,2025-08-05,90.99,8528.03,374354
11713,6,2024-09-24,63.78,5350.73,133585
11714,11,2025-07-11,42.17,11504.92,392207
11715,9,2024-06-16,87.93,6159.76,232787
11716,1,2024-10-23,37.74,3359.2,86354
11717,13,2026-04-02,21.55,4012.22,105580
11718,1,2024-10-28,72.59,4590.14,87771
11719,11,2025-02-26,59.52,10109.89,361315
11720,10,2026-02-22,18.22,11707.25,373386
11721,14,2024-06-07,12.78,8338.82,367668
11722,9,2025-11-03,39.52,9188.13,313656
11723,12,2024-08-10,33.34,10969.02,342841
11724,6,2025-05-24,114.32,9467.15,160596
11725,7,2025-08-12,43.8,4748.62,293925
11726,7,2024-10-15,16.81,6152.36,398842
11727,3,2024-07-09,110.86,2943.03,284086
11728,10,2025-01-31,30.11,9990.93,223155
11729,11,2024-12-21,13.04,1563.93,322649
11730,14,2025-09-09,84.78,7800.55,261793
11731,13,2025-04-28,94.31,8336.2,171357
11732,9,2026-05-07,56.9,1624.24,128918
11733,5,2024-09-03,54.51,2050.41,147784
11734,9,2026-04-19,44.53,3439.12,108224
11735,13,2025-06-01,91.35,4332.64,310965
11736,10,2025-02-25,39.42,1999.69,202775
11737,9,2024-09-06,78.27,9004.85,335400
11738,6,2025-12-05,42.32,3405.88,168123
11739,7,2025-04-08,23.91,9579.72,173233
11740,8,2025-06-20,119.14,2209.41,170785
11741,4,2025-03-10,97.57,11464.24,221624
11742,7,2025-11-01,10.57,8362.6,189829
11743,10,2025-01-14,48.36,6534.92,86151
11744,8,2024-11-28,90.54,1615.73,205107
11745,8,2024-10-12,20.71,9657.64,43415
11746,9,2025-07-05,15.67,9189.47,313628
11747,5,2025-02-22,66.81,10220.21,309596
11748,4,2024-05-27,12.69,3982.71,194500
11749,15,2026-02-19,21.3,4721.45,223616
11750,10,2026-01-14,94.57,1609.51,48039
11751,4,2026-03-17,76.03,3656.96,340785
11752,10,2025-02-25,79.25,5330.83,377180
11753,10,2025-03-01,113.8,6129.79,269542
11754,9,2025-11-20,78.55,7478.36,59655
11755,5,2025-01-22,18.23,4820.35,364012
11756,5,2024-08-09,104.58,7486.88,322931
11757,8,2024-09-03,13.29,11815.52,289354
11758,5,2024-09-17,119.58,5802.44,335449
11759,13,2025-02-09,106.18,4942.84,175118
11760,11,2026-05-01,114.32,10449.66,43253
11761,5,2025-08-20,119.53,5810.51,285730
11762,3,2026-01-11,112.57,1313.32,362265
11763,3,2025-02-26,27.14,6998.66,213177
11764,10,2024-11-04,112.15,6627.32,126658
11765,12,2025-03-12,23.09,6215.98,286683
11766,1,2024-09-28,63.91,8466.46,276276
11767,6,2025-06-22,35.36,5496.91,379573
11768,1,2025-05-17,72.0,2611.16,160011
11769,8,2025-04-25,50.92,9601.14,89051
11770,10,2024-09-28,66.68,10604.29,313907
11771,12,2026-03-25,46.63,4409.63,191089
11772,7,2026-04-03,48.12,3997.12,130487
11773,15,2025-11-30,63.05,6758.97,101214
11774,3,2026-03-16,18.93,5937.15,105782
11775,11,2025-01-13,59.41,4050.28,342126
11776,11,2024-06-30,28.07,8515.06,107431
11777,1,2024-07-10,108.05,9995.31,139198
11778,2,2024-09-05,12.63,6762.79,222242
11779,1,2025-12-10,104.52,6624.96,306071
11780,1,2025-11-12,82.62,3023.74,368550
11781,9,2025-11-13,14.39,8817.89,63738
11782,9,2024-10-02,28.66,10145.41,140890
11783,3,2025-11-20,87.99,5148.39,143141
11784,4,2024-09-17,106.13,3521.82,340127
11785,15,2025-05-03,15.33,5677.62,264049
11786,11,2026-02-04,65.89,6852.9,313505
11787,3,2024-09-27,114.83,5751.7,368404
11788,15,2025-01-14,48.85,7564.49,115563
11789,11,2024-11-22,67.42,1379.71,285599
11790,2,2025-02-05,104.99,10547.58,333226
11791,13,2024-12-06,57.5,4877.96,171417
11792,11,2025-10-29,47.14,3403.87,386460
11793,2,2025-11-22,106.0,7467.89,396812
11794,8,2024-08-04,62.4,8768.4,294197
11795,14,2026-03-29,55.26,11095.53,276245
11796,10,2025-08-08,97.93,11867.72,379274
11797,11,2025-04-10,45.97,10463.49,356675
11798,6,2025-02-21,110.71,10994.92,181254
11799,6,2026-05-07,47.38,2188.07,180214
11800,10,2025-10-13,41.39,3672.22,294349
11801,1,2025-09-24,79.01,2799.12,104389
11802,13,2024-10-02,113.66,3236.95,286114
11803,2,2026-05-06,88.91,4422.15,391093
11804,6,2025-12-21,20.71,2680.45,355949
11805,10,2025-06-26,21.26,4151.58,60359
11806,1,2024-07-31,68.78,3405.3,36079
11807,1,2024-08-17,76.12,3429.52,53595
11808,15,2024-09-04,55.96,5562.05,140927
11809,2,2024-07-19,26.26,10678.91,110198
11810,12,2025-03-23,62.55,7686.13,369725
11811,12,2024-06-09,80.67,10222.65,265698
11812,14,2024-06-20,14.25,4225.85,79271
11813,10,2024-12-02,52.72,2341.38,384636
11814,5,2025-08-20,25.21,5868.48,144225
11815,2,2025-03-17,65.79,10875.76,108340
11816,13,2025-06-20,27.11,6602.62,221669
11817,11,2025-01-05,62.78,11392.61,104883
11818,7,2025-04-29,102.19,4037.91,285212
11819,8,2024-06-07,10.02,2093.5,332751
11820,5,2025-01-04,102.45,9426.47,274555
11821,11,2025-02-07,79.88,3618.35,33761
11822,5,2024-08-22,78.34,10486.37,98935
11823,1,2024-11-05,104.18,2243.48,331364
11824,15,2025-04-30,112.62,9083.09,210021
11825,7,2024-11-26,46.18,1338.84,120845
11826,13,2025-01-28,69.48,11869.65,308976
11827,11,2024-09-27,20.11,6268.03,263393
11828,2,2025-11-27,47.63,6238.9,379121
11829,3,2025-03-07,26.0,5478.74,196558
11830,3,2025-03-18,19.46,6187.95,147862
11831,3,2024-10-19,74.78,2999.35,185302
11832,5,2025-11-14,31.36,2706.83,294002
11833,13,2024-09-28,108.56,8869.17,171643
11834,7,2025-12-03,90.94,3626.79,224482
11835,4,2024-09-20,45.82,6518.01,145069
11836,7,2025-03-15,69.04,3748.83,359728
11837,9,2024-07-14,91.94,8155.69,354329
11838,3,2026-03-20,86.0,5590.12,302151
11839,2,2025-07-22,91.76,8726.41,60048
11840,3,2025-07-12,59.78,6178.84,235437
11841,7,2024-08-15,95.19,7413.76,33249
11842,3,2024-12-24,34.74,4331.11,156790
11843,13,2025-12-17,49.09,8869.98,49743
11844,9,2024-09-15,51.95,3262.36,124596
11845,11,2025-12-11,15.97,5859.69,380019
11846,7,2024-12-11,25.58,8201.53,65566
11847,12,2025-12-27,48.06,1427.48,337585
11848,12,2026-02-19,39.22,1473.27,154757
11849,9,2026-05-06,35.72,4799.33,31452
11850,8,2025-09-08,21.64,10587.61,386984
11851,1,2025-11-02,97.48,4328.92,292143
11852,9,2025-05-03,90.49,11143.53,180364
11853,12,2025-01-15,114.91,6366.31,53450
11854,13,2025-03-24,93.41,4398.52,103946
11855,10,2025-04-30,25.71,6147.07,41531
11856,13,2025-04-07,23.03,7154.12,333644
11857,11,2025-06-06,53.23,4227.51,288076
11858,11,2025-11-22,46.39,6167.72,282374
11859,1,2025-08-12,23.65,10316.08,104116
11860,10,2025-01-04,98.62,10689.94,315836
11861,5,2024-10-12,13.9,8000.11,214417
11862,11,2024-10-22,106.4,3977.54,96019
11863,14,2024-08-05,67.23,2584.41,162030
11864,7,2025-01-28,57.15,6686.36,229610
11865,14,2026-03-09,35.29,9738.45,223431
11866,11,2025-08-20,56.13,6115.43,196604
11867,14,2025-08-07,78.99,6449.18,136739
11868,3,2024-11-13,38.67,9284.58,54641
11869,10,2026-02-11,109.94,8273.42,121408
11870,9,2025-07-10,20.7,4581.18,365258
11871,3,2026-03-22,109.53,11491.27,265104
11872,13,2025-08-30,76.32,2365.01,180501
11873,6,2024-06-04,36.29,6419.7,197850
11874,14,2025-03-31,26.91,3037.0,192804
11875,13,2025-04-08,30.38,3820.78,189134
11876,15,2025-09-21,23.65,3649.36,39045
11877,8,2025-06-04,29.91,10670.08,300916
11878,11,2024-07-24,14.75,1706.7,167511
11879,14,2024-05-26,32.51,2256.29,105311
11880,15,2025-05-07,38.45,5869.9,209449
11881,12,2025-04-12,24.82,6782.18,222938
11882,13,2025-08-19,116.12,4822.44,141828
11883,10,2024-12-27,22.1,7630.49,69693
11884,7,2026-02-24,43.01,11788.73,359580
11885,3,2024-05-24,16.38,9088.36,279427
11886,10,2026-04-27,79.07,6310.68,192025
11887,4,2025-02-07,80.39,1476.48,242008
11888,15,2024-07-20,104.04,7136.98,81783
11889,7,2024-11-02,12.07,1314.89,118077
11890,5,2025-01-19,101.19,9836.49,334181
11891,13,2025-01-17,60.39,11092.38,49610
11892,14,2025-05-07,37.89,8844.13,33966
11893,2,2024-08-22,38.95,1372.25,171478
11894,2,2025-10-23,117.7,7986.23,186526
11895,14,2025-09-15,80.72,8125.19,232305
11896,9,2024-08-23,17.68,11385.06,294759
11897,14,2025-01-21,49.8,6170.33,39505
11898,9,2024-06-15,62.88,4683.8,255200
11899,14,2026-04-07,102.21,7237.37,153401
11900,13,2025-07-02,37.89,11164.61,372224
11901,6,2025-01-11,52.08,10211.53,263642
11902,2,2026-02-26,100.98,4060.61,35519
11903,5,2025-07-21,48.65,1790.26,376122
11904,13,2024-06-30,39.94,1295.97,348765
11905,12,2024-05-25,99.57,9480.74,331298
11906,6,2024-09-25,67.71,9733.76,115958
11907,14,2025-05-07,21.54,2437.73,304432
11908,8,2026-01-28,43.91,2009.98,378524
11909,11,2026-05-21,37.33,1866.08,242339
11910,6,2026-04-04,34.7,8874.74,87334
11911,9,2025-05-27,112.28,6414.51,364424
11912,15,2024-06-07,53.22,7090.3,85706
11913,2,2024-12-19,35.1,4043.54,320136
11914,13,2026-01-03,32.18,8046.34,242736
11915,2,2025-06-05,36.78,8490.77,250967
11916,10,2024-12-22,71.06,9629.23,223118
11917,7,2024-07-03,106.51,6322.09,355224
11918,7,2025-12-27,20.82,9051.04,332928
11919,12,2025-01-20,60.5,3110.26,274510
11920,14,2024-08-22,58.09,5066.77,211845
11921,14,2024-12-25,119.56,9866.65,392947
11922,10,2024-08-04,37.27,4851.05,349576
11923,3,2024-06-02,65.99,9388.94,302452
11924,10,2026-01-08,11.19,9518.31,153349
11925,11,2025-08-30,115.54,4676.15,317834
11926,2,2024-12-22,33.21,6421.58,287176
11927,3,2024-10-29,36.19,6514.43,326173
11928,6,2024-11-04,67.99,4590.36,175312
11929,13,2025-11-15,11.57,8718.24,107355
11930,10,2025-09-23,13.91,4265.47,182127
11931,6,2024-08-12,16.8,3965.83,350678
11932,14,2025-12-14,99.26,10131.86,104072
11933,10,2026-01-06,58.92,2557.38,64892
11934,8,2025-02-14,25.61,11478.84,384001
11935,2,2025-01-15,88.1,2048.64,333853
11936,4,2024-05-29,25.14,4382.95,295216
11937,13,2025-06-12,106.64,6461.18,319507
11938,5,2025-12-30,31.35,2895.34,391292
11939,6,2025-05-01,38.78,10824.97,119252
11940,7,2025-02-14,96.02,6658.24,124807
11941,6,2024-12-14,97.36,8794.28,151344
11942,14,2025-08-28,105.59,8270.36,46611
11943,14,2025-04-10,71.7,10472.91,393069
11944,11,2025-09-16,42.39,10453.81,291200
11945,2,2024-09-26,63.3,2690.72,379149
11946,10,2025-12-12,48.92,10618.74,321129
11947,8,2026-02-22,104.25,6773.88,285710
11948,15,2025-05-28,67.08,2123.71,349180
11949,12,2024-08-19,36.3,10640.97,320735
11950,3,2025-06-24,80.88,9181.34,173266
11951,9,2026-01-06,25.93,4792.42,247100
11952,8,2025-08-28,15.09,7939.04,56790
11953,8,2025-01-15,24.39,5805.24,391395
11954,15,2025-10-29,16.39,1588.23,294401
11955,3,2025-04-07,41.98,11246.88,115623
11956,8,2024-10-23,118.03,1653.31,256365
11957,2,2025-04-13,42.85,10381.16,336839
11958,3,2026-01-22,75.31,4050.13,384123
11959,7,2025-06-20,70.98,10226.15,182479
11960,9,2025-11-27,72.93,2319.54,293882
11961,13,2025-05-21,82.02,5173.38,196385
11962,2,2024-07-01,70.94,9887.99,176594
11963,4,2024-11-10,72.21,7580.0,147790
11964,4,2025-10-30,39.67,4323.36,259877
11965,7,2025-05-24,22.51,11824.99,199299
11966,10,2025-08-13,97.51,11427.6,290595
11967,13,2025-05-16,92.55,6233.21,201141
11968,13,2024-06-22,16.9,10322.87,320306
11969,7,2025-05-02,91.4,3642.6,317500
11970,5,2025-03-02,110.01,2447.61,249009
11971,1,2025-01-05,24.81,10397.32,227995
11972,11,2025-07-14,29.87,6795.8,122802
11973,6,2025-02-15,104.77,8934.41,326496
11974,14,2024-12-13,97.4,6017.55,275266
11975,11,2026-04-18,94.73,4959.45,327643
11976,10,2024-09-04,37.08,4076.84,259982
11977,2,2025-09-19,112.0,3708.74,292304
11978,4,2025-03-15,46.45,2650.72,39155
11979,7,2025-04-01,114.43,2028.08,314452
11980,8,2024-09-19,97.75,6931.47,142955
11981,12,2025-06-16,14.91,7429.44,70938
11982,7,2025-03-21,106.94,8984.62,95491
11983,7,2025-08-19,12.15,8813.61,51720
11984,5,2025-01-07,69.29,1769.96,387996
11985,11,2025-06-12,112.58,8222.43,51505
11986,6,2025-05-14,55.14,6765.63,340740
11987,7,2026-05-20,82.14,1621.96,289375
11988,6,2024-11-06,53.5,4113.3,136751
11989,12,2026-02-11,22.32,10631.15,321108
11990,4,2025-06-14,72.94,11848.79,105400
11991,3,2025-09-15,89.04,9243.21,182397
