expense_id,trip_id,fuel_cost,toll_cost,food_expense,parking_cost,misc_expense
7115,7115,1509.36,831,446,688,1090
7116,7116,4107.97,1267,371,203,1267
7117,7117,1523.8,2443,816,550,950
7118,7118,2816.67,1524,661,31,1280
7119,7119,1815.38,348,1536,91,346
7120,7120,6430.45,1402,593,1072,540
7121,7121,4469.55,154,1841,721,410
7122,7122,2903.52,932,445,17,904
7123,7123,3480.15,2020,925,399,484
7124,7124,5439.21,2121,473,17,1288
7125,7125,4204.29,343,1996,600,1436
7126,7126,3887.17,2424,1058,401,126
7127,7127,6009.78,1996,1216,1148,560
7128,7128,9012.41,331,1320,983,1036
7129,7129,6671.36,2135,1284,33,1374
7130,7130,2631.42,1906,308,437,799
7131,7131,1495.18,1691,1882,839,545
7132,7132,7131.14,846,1014,1098,1015
7133,7133,22956.5,1224,1426,1045,163
7134,7134,4067.6,1907,226,1185,1072
7135,7135,3923.36,908,1755,373,47
7136,7136,1138.34,2371,1122,1120,1344
7137,7137,1551.89,649,1199,33,481
7138,7138,2758.75,255,758,523,479
7139,7139,5578.44,318,1881,112,281
7140,7140,12775.73,230,441,1090,555
7141,7141,3491.23,2052,1469,203,156
7142,7142,1790.56,185,792,759,25
7143,7143,7209.59,1324,296,170,829
7144,7144,10582.75,1625,1638,1157,511
7145,7145,6123.34,1300,1638,457,1136
7146,7146,4299.26,371,263,555,1100
7147,7147,7485.1,1714,1756,93,1149
7148,7148,3236.26,638,214,542,344
7149,7149,5080.63,623,1684,92,1326
7150,7150,785.16,651,1061,717,844
7151,7151,5426.83,540,1440,457,1470
7152,7152,6129.68,2482,445,65,7
7153,7153,5512.4,748,862,417,569
7154,7154,8656.06,1747,1878,786,839
7155,7155,4157.28,151,448,642,1123
7156,7156,3680.53,1994,1127,675,1302
7157,7157,1050.65,132,732,754,143
7158,7158,4614.73,361,819,873,824
7159,7159,5053.66,1907,1357,881,804
7160,7160,7020.98,157,203,392,1270
7161,7161,970.73,1016,1348,324,1300
7162,7162,5778.65,1134,255,437,871
7163,7163,22704.3,1961,1894,515,313
7164,7164,4748.8,255,474,299,962
7165,7165,5384.27,745,882,114,382
7166,7166,1412.03,986,760,758,388
7167,7167,3750.53,1016,1905,626,485
7168,7168,3291.49,2137,365,135,354
7169,7169,8296.1,1765,910,374,1225
7170,7170,1247.27,732,1947,734,1475
7171,7171,2725.18,915,1081,520,528
7172,7172,4061.11,1155,1104,1061,826
7173,7173,2241.75,762,1268,472,278
7174,7174,2881.58,351,566,884,525
7175,7175,1141.62,944,736,191,552
7176,7176,6463.32,1076,1250,127,548
7177,7177,2081.67,2053,664,571,1080
7178,7178,3423.21,2430,1215,1159,901
7179,7179,13357.95,370,1224,509,23
7180,7180,1687.24,1045,314,126,1428
7181,7181,4239.04,313,464,381,1137
7182,7182,3107.57,1064,1146,689,1425
7183,7183,8278.39,680,569,140,425
7184,7184,1508.21,2267,1089,443,784
7185,7185,14196.6,2377,253,1025,860
7186,7186,4203.77,1585,1143,601,50
7187,7187,7370.39,1946,911,64,811
7188,7188,3545.48,1821,578,850,1418
7189,7189,3322.2,515,1182,702,1023
7190,7190,6724.37,764,1129,471,1329
7191,7191,1549.24,1580,835,42,908
7192,7192,3582.25,680,732,666,1108
7193,7193,3041.04,1247,1106,129,31
7194,7194,6826.56,1197,983,174,1486
7195,7195,6272.17,989,828,969,1479
7196,7196,3255.18,1406,747,1053,735
7197,7197,19242.93,373,733,738,1061
7198,7198,3431.66,1785,1176,183,513
7199,7199,2033.07,2383,699,1014,447
7200,7200,3004.56,2400,1503,232,934
7201,7201,4384.26,2201,791,660,777
7202,7202,8081.53,572,238,1187,398
7203,7203,1270.81,893,277,1110,1428
7204,7204,6129.68,894,1549,570,489
7205,7205,1056.79,889,1873,11,1296
7206,7206,4886.57,1697,341,323,1373
7207,7207,2580.52,1067,1172,6,1124
7208,7208,8588.1,1205,345,609,839
7209,7209,7117.95,1831,1581,203,376
7210,7210,9860.73,1324,1705,663,757
7211,7211,4984.45,1575,1638,385,462
7212,7212,1947.82,1800,1881,119,251
7213,7213,14290.75,1481,232,539,341
7214,7214,13205.01,902,1958,75,531
7215,7215,1180.73,186,899,612,774
7216,7216,1396.85,345,1729,647,127
7217,7217,1978.82,1009,1283,374,1338
7218,7218,6872.0,247,1260,952,1082
7219,7219,9286.61,1091,983,92,1203
7220,7220,3708.8,1483,365,778,1283
7221,7221,6936.46,2179,939,392,819
7222,7222,4133.04,980,1963,833,1213
7223,7223,2566.98,395,1982,1032,734
7224,7224,8055.38,648,635,801,386
7225,7225,2714.95,377,881,760,1072
7226,7226,21899.34,2381,661,187,1308
7227,7227,3372.93,743,1783,783,1228
7228,7228,2186.35,577,1009,621,445
7229,7229,3649.96,1624,1662,929,1470
7230,7230,18999.16,1868,1793,756,343
7231,7231,1084.25,1942,420,884,583
7232,7232,9362.94,2356,725,978,775
7233,7233,10271.83,593,319,293,26
7234,7234,2910.7,110,645,957,106
7235,7235,2869.85,631,1249,48,632
7236,7236,6507.92,559,1223,478,1100
7237,7237,7501.38,1076,1052,468,945
7238,7238,1873.19,2343,937,700,1475
7239,7239,2415.85,827,534,53,645
7240,7240,7437.5,1419,676,1196,900
7241,7241,2599.3,394,1277,558,659
7242,7242,2849.25,2021,359,1066,1170
7243,7243,22825.83,2129,1489,788,509
7244,7244,5046.46,2312,1861,172,251
7245,7245,1353.53,720,1643,894,1473
7246,7246,5688.44,371,447,201,875
7247,7247,3751.4,1715,1775,354,789
7248,7248,2938.14,1050,1117,263,368
7249,7249,1239.58,1952,487,235,1367
7250,7250,2116.88,1482,954,319,137
7251,7251,7835.72,958,992,208,331
7252,7252,3852.51,615,1438,981,469
7253,7253,3729.91,2014,816,338,163
7254,7254,12794.26,2408,1453,445,904
7255,7255,2772.5,1130,204,653,934
7256,7256,1236.16,1819,1154,151,827
7257,7257,6290.04,2347,516,1116,542
7258,7258,2870.62,672,1876,1164,582
7259,7259,6247.71,1760,939,692,266
7260,7260,6397.46,1995,1433,198,369
7261,7261,8543.41,1696,423,702,1426
7262,7262,800.96,1748,1849,1010,166
7263,7263,2893.98,1198,1884,92,767
7264,7264,1648.23,1007,1724,514,989
7265,7265,6055.99,2171,436,269,1066
7266,7266,6115.19,1483,1053,1072,1265
7267,7267,1299.05,1592,1671,543,961
7268,7268,3190.79,1576,918,745,337
7269,7269,1524.3,1960,717,722,103
7270,7270,3975.13,1073,586,742,4
7271,7271,2374.52,1287,1344,44,214
7272,7272,2842.06,704,982,506,1412
7273,7273,2874.54,1518,1662,42,1432
7274,7274,2489.61,2055,1512,779,1458
7275,7275,6718.75,2334,773,117,15
7276,7276,918.86,1850,307,143,664
7277,7277,4175.54,1015,1520,305,1349
7278,7278,2549.5,1567,575,993,152
7279,7279,1437.45,2200,1473,834,828
7280,7280,8770.33,2379,1655,248,1246
7281,7281,3991.86,1596,1191,513,314
7282,7282,5437.43,1870,1395,674,1261
7283,7283,8823.74,343,912,166,634
7284,7284,1957.42,308,1438,990,181
7285,7285,3785.25,1882,1332,711,1071
7286,7286,9233.69,347,984,599,430
7287,7287,3189.21,165,1719,640,1175
7288,7288,3557.12,1824,1393,669,1073
7289,7289,2652.35,2447,925,472,812
7290,7290,1091.29,738,485,401,1411
7291,7291,5682.78,2424,683,78,464
7292,7292,874.31,1043,622,1108,1211
7293,7293,3611.83,1358,827,256,1340
7294,7294,6569.38,292,1656,628,971
7295,7295,3100.41,842,1898,168,307
7296,7296,4712.43,537,1352,711,1495
7297,7297,2373.12,925,341,384,1023
7298,7298,6657.16,1126,1920,763,992
7299,7299,19424.98,959,1066,606,147
7300,7300,3155.19,1055,617,662,1125
7301,7301,2580.86,1244,386,169,618
7302,7302,3226.19,1867,1834,482,146
7303,7303,9098.09,1926,806,314,1159
7304,7304,5420.31,935,1571,243,833
7305,7305,915.75,805,1526,613,608
7306,7306,3699.47,1424,1231,67,1014
7307,7307,13769.08,1575,518,854,853
7308,7308,2890.2,1923,1667,124,1127
7309,7309,5712.56,1082,1525,1054,1052
7310,7310,7516.1,435,1468,927,341
7311,7311,4432.03,130,1935,798,293
7312,7312,8391.23,194,851,303,1418
7313,7313,2336.65,1830,1238,123,788
7314,7314,988.35,2404,1282,257,624
7315,7315,2318.8,2450,1524,106,417
7316,7316,1690.0,1324,743,663,588
7317,7317,9303.1,439,1755,651,1169
7318,7318,740.09,1079,1631,707,381
7319,7319,3675.25,576,436,564,286
7320,7320,3574.04,301,256,894,626
7321,7321,13170.98,1384,1936,11,762
7322,7322,4358.0,2454,1078,911,1154
7323,7323,944.4,1531,1346,1102,1255
7324,7324,7931.65,1852,356,774,980
7325,7325,5011.76,1364,1411,880,887
7326,7326,3169.55,1346,1199,978,1433
7327,7327,3091.45,396,1790,553,891
7328,7328,13275.11,696,960,831,105
7329,7329,4705.82,343,1403,448,1250
7330,7330,4204.46,1634,836,279,163
7331,7331,2004.22,1683,314,701,37
7332,7332,4637.54,810,1918,248,442
7333,7333,3683.59,739,575,1119,118
7334,7334,5701.96,1834,535,359,602
7335,7335,5104.8,719,980,562,1451
7336,7336,2978.82,1887,1521,426,577
7337,7337,7738.34,1572,311,1114,649
7338,7338,9476.96,2050,1086,697,1366
7339,7339,3162.21,1257,945,720,1328
7340,7340,2510.17,1302,346,1,550
7341,7341,6802.13,1264,959,501,663
7342,7342,2677.96,870,1090,667,1415
7343,7343,797.84,1576,1644,142,794
7344,7344,8691.67,1373,1930,736,102
7345,7345,4521.64,2316,1096,1009,1390
7346,7346,2338.24,1172,967,223,556
7347,7347,2419.84,1106,1668,975,449
7348,7348,7927.93,1583,1903,1139,134
7349,7349,4797.19,1905,1116,955,830
7350,7350,20090.43,1654,616,745,308
7351,7351,6180.09,2300,673,773,473
7352,7352,6117.59,822,1810,308,70
7353,7353,2521.01,229,1634,909,336
7354,7354,2470.18,674,708,1106,1495
7355,7355,3032.67,1663,1605,522,983
7356,7356,3461.7,946,407,63,252
7357,7357,2921.29,163,732,640,1250
7358,7358,22593.48,883,1422,1086,1205
7359,7359,1757.57,2286,780,388,625
7360,7360,1567.91,1886,340,201,403
7361,7361,3278.29,1631,770,432,386
7362,7362,11091.05,2240,518,995,1071
7363,7363,4383.06,1273,1099,27,288
7364,7364,2302.7,2153,1552,172,582
7365,7365,19343.15,1027,387,774,408
7366,7366,17257.12,578,1075,641,1244
7367,7367,4569.26,151,216,810,1283
7368,7368,3645.57,133,1365,133,474
7369,7369,2085.59,830,1468,149,848
7370,7370,8898.86,419,661,336,321
7371,7371,1063.59,2002,1499,325,98
7372,7372,2124.7,2355,1250,448,161
7373,7373,4954.91,1899,1528,544,945
7374,7374,11590.82,1327,1908,738,1364
7375,7375,969.06,2124,415,156,950
7376,7376,13403.85,1946,1656,973,171
7377,7377,4320.64,1881,734,1050,522
7378,7378,1839.61,1817,978,908,472
7379,7379,2561.14,2263,993,667,570
7380,7380,5788.92,1269,1991,617,1260
7381,7381,6660.68,392,930,12,845
7382,7382,5942.05,1572,1224,445,1005
7383,7383,7961.89,1273,1090,911,1150
7384,7384,3934.59,541,718,301,1463
7385,7385,3444.53,2244,517,983,923
7386,7386,1939.91,1694,1202,738,319
7387,7387,4352.1,273,910,833,879
7388,7388,13486.04,451,244,813,1500
7389,7389,3793.16,1362,1737,1085,1112
7390,7390,4744.47,1419,1167,362,100
7391,7391,3436.63,2069,396,649,1174
7392,7392,2435.46,1364,688,294,529
7393,7393,3646.28,1415,1052,379,1356
7394,7394,1157.96,199,1738,62,185
7395,7395,880.14,415,1981,1029,1453
7396,7396,5860.09,1397,581,1143,59
7397,7397,5622.88,580,1004,1019,635
7398,7398,7041.48,2460,396,594,121
7399,7399,2838.93,1923,1719,506,1244
7400,7400,3623.42,1070,1331,515,257
7401,7401,4771.82,2149,1935,140,1054
7402,7402,1258.88,226,1992,1131,74
7403,7403,8361.74,1338,1986,400,948
7404,7404,7068.33,110,1877,602,734
7405,7405,509.0,122,580,446,1259
7406,7406,4233.87,1827,1924,831,697
7407,7407,2143.12,2066,995,697,849
7408,7408,3765.02,1254,1963,80,1240
7409,7409,1840.03,1599,1340,85,948
7410,7410,2663.67,773,549,406,636
7411,7411,14547.35,867,1719,64,562
7412,7412,935.78,1610,782,906,458
7413,7413,6892.81,802,1472,122,1084
7414,7414,12878.42,471,1752,112,1385
7415,7415,3512.2,712,398,839,9
7416,7416,5009.05,1006,1082,329,1180
7417,7417,1501.13,798,1209,1185,265
7418,7418,7111.36,2144,1620,249,1387
7419,7419,5952.21,851,827,224,698
7420,7420,6884.32,1595,1803,901,368
7421,7421,2719.29,1330,1968,1136,493
7422,7422,5616.53,587,1547,1112,539
7423,7423,5205.3,169,1930,415,739
7424,7424,4190.37,650,1067,513,755
7425,7425,7647.38,638,626,981,1003
7426,7426,8524.65,179,323,881,845
7427,7427,3017.25,1558,1765,433,1411
7428,7428,7722.07,2393,640,1055,1306
7429,7429,7901.48,578,210,595,158
7430,7430,3494.32,2432,1348,47,1233
7431,7431,4179.39,1247,713,1121,1215
7432,7432,15620.36,2080,1918,1055,489
7433,7433,11478.71,1797,1046,30,1130
7434,7434,1726.78,1727,1606,294,939
7435,7435,2089.11,1692,1835,272,308
7436,7436,2956.47,505,1182,943,789
7437,7437,3425.92,2109,592,59,1467
7438,7438,5004.97,1155,1947,818,792
7439,7439,6307.2,1966,914,1034,543
7440,7440,6699.46,1613,1652,241,175
7441,7441,13314.66,2239,1324,61,976
7442,7442,3358.66,412,837,434,587
7443,7443,4136.22,1342,1066,329,1102
7444,7444,1431.74,2011,1684,1007,302
7445,7445,8408.53,1510,1772,823,942
7446,7446,2302.47,358,1031,1095,436
7447,7447,4314.74,1801,208,568,618
7448,7448,886.51,309,1491,650,823
7449,7449,4424.06,665,331,359,1042
7450,7450,4189.66,450,709,836,783
7451,7451,6265.43,231,1041,445,628
7452,7452,15851.75,285,1394,581,1263
7453,7453,913.65,2437,1136,729,186
7454,7454,8999.32,1664,1379,953,425
7455,7455,2740.51,600,1366,148,1333
7456,7456,592.48,291,497,319,1071
7457,7457,3422.8,2450,503,608,59
7458,7458,2299.92,1989,884,925,992
7459,7459,3061.75,378,1906,311,173
7460,7460,1822.91,307,1844,870,605
7461,7461,2648.27,661,1753,92,594
7462,7462,10641.59,894,1838,950,703
7463,7463,3875.79,2454,1265,1102,1299
7464,7464,2187.15,1148,919,305,45
7465,7465,7822.37,416,922,955,743
7466,7466,2358.67,1904,1240,826,1443
7467,7467,3708.15,1590,1686,363,728
7468,7468,1071.76,177,788,1102,456
7469,7469,2725.52,1037,854,303,722
7470,7470,3852.93,314,1697,32,586
7471,7471,14390.05,564,1061,1091,263
7472,7472,8224.7,704,847,671,1141
7473,7473,12965.64,834,1648,271,1094
7474,7474,3846.37,1310,966,836,1095
7475,7475,867.94,1127,390,173,615
7476,7476,2757.0,1824,1381,102,240
7477,7477,1398.22,862,296,1038,537
7478,7478,1332.99,1887,1422,56,832
7479,7479,7824.51,1774,1301,292,728
7480,7480,8612.2,804,816,883,541
7481,7481,5015.4,1402,502,364,163
7482,7482,5032.61,1015,420,631,1332
7483,7483,834.84,2041,773,193,1101
7484,7484,3247.75,1169,628,197,107
7485,7485,852.43,674,1281,655,145
7486,7486,6425.4,1165,1563,809,1349
7487,7487,13928.25,622,637,1029,1363
7488,7488,4556.94,316,1279,1014,2
7489,7489,3172.21,1443,1045,537,1239
7490,7490,3111.73,1250,1063,1001,924
7491,7491,2443.84,1589,1430,916,483
7492,7492,4633.98,904,880,783,486
7493,7493,5126.86,707,1996,771,809
7494,7494,7791.05,501,666,533,1162
7495,7495,3376.6,1307,583,770,488
7496,7496,7775.03,693,227,520,1145
7497,7497,3296.3,1301,527,30,1478
7498,7498,4193.8,1241,1658,515,824
7499,7499,6845.39,1666,773,167,690
7500,7500,3263.78,1571,1718,689,599
7501,7501,3998.78,979,1570,779,534
7502,7502,1872.95,561,1610,832,1064
7503,7503,4121.42,1743,1014,966,688
7504,7504,3716.28,1703,1436,712,187
7505,7505,3802.38,2159,681,376,432
7506,7506,2896.19,1899,1081,531,254
7507,7507,6206.92,1104,553,241,597
7508,7508,8921.2,184,1462,793,909
7509,7509,6156.91,725,1060,874,975
7510,7510,3380.69,1393,463,72,286
7511,7511,3687.55,1150,1827,817,89
7512,7512,3623.63,366,969,1167,339
7513,7513,3431.79,1885,420,271,243
7514,7514,2637.6,2270,1332,948,934
7515,7515,6315.55,586,951,809,1230
7516,7516,8051.68,1242,844,793,145
7517,7517,5791.18,1423,1665,451,981
7518,7518,4939.81,785,1551,817,280
7519,7519,12035.96,2193,872,163,848
7520,7520,2818.84,134,458,737,713
7521,7521,4787.8,2247,1474,914,439
7522,7522,3139.98,719,1025,288,287
7523,7523,1645.5,894,242,82,17
7524,7524,1090.67,743,1103,892,1464
7525,7525,2756.9,1195,1317,483,149
7526,7526,10149.71,1227,790,30,548
7527,7527,5105.08,1113,1630,1094,1103
7528,7528,4409.71,2103,1620,832,980
7529,7529,14371.64,1744,1752,289,448
7530,7530,2303.45,831,1733,547,516
7531,7531,7181.36,783,299,780,512
7532,7532,898.52,814,711,881,294
7533,7533,1982.69,780,808,715,1459
7534,7534,2139.32,621,687,373,442
7535,7535,6666.05,2225,1160,4,699
7536,7536,6033.75,2123,1527,809,169
7537,7537,6132.27,2273,1594,299,583
7538,7538,6158.56,1071,863,1042,1075
7539,7539,997.64,1040,1798,745,1245
7540,7540,5074.13,261,1120,21,1111
7541,7541,1497.18,671,372,16,700
7542,7542,5290.69,964,1101,448,1252
7543,7543,1215.09,1315,1851,464,861
7544,7544,6840.62,362,1485,985,494
7545,7545,4816.25,2297,902,681,825
7546,7546,4359.63,1754,1562,60,326
7547,7547,16452.69,1114,1487,644,910
7548,7548,7400.62,929,905,845,1096
7549,7549,4727.79,1829,1066,832,1123
7550,7550,6300.21,868,1752,730,155
7551,7551,3447.1,2281,1422,387,838
7552,7552,2650.87,822,234,237,1169
7553,7553,1628.21,2157,1926,439,102
7554,7554,13499.35,2049,1653,167,1428
7555,7555,3871.21,1276,1417,321,1329
7556,7556,2502.26,480,299,445,1435
7557,7557,3559.63,143,215,613,1479
7558,7558,725.92,447,1226,84,930
7559,7559,4981.3,500,1317,953,415
7560,7560,4113.07,1914,1587,118,1393
7561,7561,4260.17,1446,887,483,269
7562,7562,1217.85,2072,555,621,1309
7563,7563,4782.26,857,1813,4,1099
7564,7564,2834.59,1813,1284,309,238
7565,7565,1061.69,2384,1969,256,375
7566,7566,6754.49,1271,1595,542,757
7567,7567,8496.3,558,1995,141,105
7568,7568,3286.01,1382,1265,10,645
7569,7569,7040.53,2485,1361,1047,1332
7570,7570,5518.18,1076,1124,1159,709
7571,7571,6276.32,1754,1001,555,540
7572,7572,11991.18,2493,1874,226,315
7573,7573,2712.55,117,1955,20,466
7574,7574,5994.77,558,1234,596,394
7575,7575,7841.07,2155,610,913,945
7576,7576,1784.48,842,1903,148,1101
7577,7577,956.46,1708,1721,84,1405
7578,7578,15653.63,722,388,849,344
7579,7579,14251.21,527,1060,974,1276
7580,7580,2327.9,1913,1326,1062,870
7581,7581,3118.8,1726,1652,743,228
7582,7582,4464.82,733,1684,911,1277
7583,7583,9325.08,342,534,1122,1316
7584,7584,592.06,871,1590,1138,932
7585,7585,1706.19,2069,678,201,231
7586,7586,5348.33,1023,350,1125,289
7587,7587,2944.48,1848,372,313,385
7588,7588,2226.16,902,1793,291,57
7589,7589,2430.31,1269,1805,727,1352
7590,7590,1879.97,1058,921,591,1007
7591,7591,636.9,545,401,784,837
7592,7592,4945.24,334,632,771,672
7593,7593,10198.92,1766,376,597,337
7594,7594,3769.42,1638,1090,62,1306
7595,7595,1016.37,374,1362,639,793
7596,7596,3904.65,828,251,327,1200
7597,7597,4592.91,2370,1474,916,1394
7598,7598,1295.25,1062,931,610,1432
7599,7599,1069.95,1114,483,17,1136
7600,7600,16156.62,2157,1894,222,1143
7601,7601,4706.06,2222,1004,132,537
7602,7602,3580.89,1264,363,461,1023
7603,7603,4684.26,754,1025,1054,198
7604,7604,3086.08,812,694,23,742
7605,7605,1173.38,213,1107,241,14
7606,7606,2825.48,2293,456,806,620
7607,7607,4117.03,2040,214,243,197
7608,7608,1480.13,1925,1990,53,270
7609,7609,10975.23,990,962,849,139
7610,7610,10526.4,558,1475,520,903
7611,7611,1786.39,2215,935,946,1162
7612,7612,3343.17,1452,1990,589,1113
7613,7613,9848.42,155,1988,1023,1245
7614,7614,9757.01,1097,1687,766,1047
7615,7615,3709.92,1443,820,727,778
7616,7616,5447.0,887,1328,432,424
7617,7617,2326.45,975,1720,1009,231
7618,7618,2547.8,504,1163,391,640
7619,7619,3000.91,1020,1002,957,388
7620,7620,1333.18,2105,374,410,25
7621,7621,581.4,2072,1185,1114,755
7622,7622,2321.63,427,1516,948,718
7623,7623,6446.81,1932,542,128,1201
7624,7624,1224.57,2399,1110,1163,1167
7625,7625,2812.39,915,1221,28,812
7626,7626,10868.02,1327,1735,510,773
7627,7627,10754.04,1282,572,1152,1268
7628,7628,4778.35,1624,1931,693,9
7629,7629,1946.52,192,1630,1123,652
7630,7630,3141.1,949,1072,799,93
7631,7631,4766.4,743,1567,230,179
7632,7632,7032.06,1674,608,206,703
7633,7633,3249.29,2243,1340,984,869
7634,7634,3011.94,1950,256,194,1483
7635,7635,13358.19,1846,1407,344,109
7636,7636,19855.64,726,790,338,436
7637,7637,2210.54,675,997,113,253
7638,7638,3234.15,2107,1797,994,957
7639,7639,1412.15,1341,1477,890,769
7640,7640,794.28,1787,1074,1092,979
7641,7641,1896.88,1689,1976,694,853
7642,7642,13000.47,334,1654,883,1364
7643,7643,3510.56,512,1636,821,482
7644,7644,887.93,443,931,936,1157
7645,7645,2666.31,848,955,1090,903
7646,7646,1974.0,785,1279,1184,999
7647,7647,5874.68,967,768,468,652
7648,7648,7800.05,599,755,140,736
7649,7649,4297.98,2095,769,819,909
7650,7650,7839.75,1081,988,91,337
7651,7651,2528.28,1298,1078,799,1143
7652,7652,806.21,227,1955,296,1368
7653,7653,2399.68,1962,1639,573,682
7654,7654,9236.33,1031,573,1129,1402
7655,7655,919.88,1725,1436,179,237
7656,7656,4520.15,1847,1748,835,1162
7657,7657,2462.22,890,1944,1102,1096
7658,7658,3944.81,147,629,1169,1117
7659,7659,3665.5,434,1916,362,566
7660,7660,2358.92,1025,1636,96,205
7661,7661,5042.16,2050,1462,662,110
7662,7662,17102.11,1114,1776,498,295
7663,7663,9351.37,2144,540,479,906
7664,7664,3600.02,1313,1968,686,481
7665,7665,9390.79,2110,787,877,1390
7666,7666,6476.98,595,583,396,989
7667,7667,1375.96,2334,353,1063,747
7668,7668,761.27,1204,1380,735,99
7669,7669,2476.25,183,1690,697,26
7670,7670,4278.5,1634,1385,1097,735
7671,7671,4751.38,433,1266,399,888
7672,7672,2616.16,1448,1428,168,1141
7673,7673,6148.22,1473,1918,214,54
7674,7674,767.18,241,1632,832,275
7675,7675,2572.61,2393,805,175,652
7676,7676,3406.1,455,207,1186,754
7677,7677,3841.83,1523,1618,126,331
7678,7678,5624.94,2098,1269,305,134
7679,7679,19175.69,1717,1110,1025,237
7680,7680,1114.2,2283,1809,573,1445
7681,7681,8760.5,2383,1768,435,58
7682,7682,4272.56,2288,268,81,1101
7683,7683,2575.4,952,1129,872,766
7684,7684,5699.03,2014,1573,1146,912
7685,7685,5059.62,433,1975,1118,410
7686,7686,8978.5,937,1923,685,1165
7687,7687,11420.61,311,1073,687,304
7688,7688,13218.06,1621,1573,282,565
7689,7689,6622.09,1726,730,570,498
7690,7690,2051.0,178,1542,580,280
7691,7691,2326.82,1509,1126,943,1452
7692,7692,2229.13,607,1669,771,486
7693,7693,1008.47,1288,767,83,122
7694,7694,1966.54,2499,1535,21,532
7695,7695,6759.87,639,899,326,190
7696,7696,7595.13,2062,1074,678,527
7697,7697,1964.26,601,1402,218,597
7698,7698,6356.02,875,770,1158,36
7699,7699,3908.67,2280,1666,652,1130
7700,7700,2249.88,1671,1878,605,559
7701,7701,6733.4,713,1694,731,1499
7702,7702,6080.62,1498,1056,207,849
7703,7703,22479.37,404,533,951,1008
7704,7704,10440.14,449,1246,478,1123
7705,7705,17112.17,1331,512,193,223
7706,7706,1702.35,293,1979,48,623
7707,7707,9004.01,270,1332,203,312
7708,7708,2562.12,1394,1267,173,88
7709,7709,2544.3,1411,1140,755,65
7710,7710,1425.32,2351,1306,562,240
7711,7711,5052.53,2156,1339,662,630
7712,7712,1869.38,324,493,402,906
7713,7713,3742.8,1029,463,982,1124
7714,7714,1163.17,350,607,354,175
7715,7715,2082.68,1207,1215,755,906
7716,7716,4080.55,2355,1964,980,539
7717,7717,4527.58,1589,886,551,1150
7718,7718,11630.62,256,1378,812,472
7719,7719,8563.1,844,1273,252,1217
7720,7720,1939.47,1573,1031,108,52
7721,7721,7178.31,873,1582,433,785
7722,7722,14583.11,967,821,995,432
7723,7723,17282.09,1376,1406,112,1481
7724,7724,5385.01,1408,1243,608,935
7725,7725,4779.78,1672,421,1069,840
7726,7726,2773.8,1480,662,724,1397
7727,7727,5369.77,2308,1281,100,1092
7728,7728,3076.94,149,673,1142,1071
7729,7729,6213.11,1799,434,362,805
7730,7730,7588.58,1669,1798,148,1296
7731,7731,1353.16,271,1134,375,675
7732,7732,8867.42,1629,234,426,574
7733,7733,8475.96,1999,1557,437,312
7734,7734,1983.15,765,659,973,17
7735,7735,1063.89,325,618,1033,284
7736,7736,2102.74,657,1556,619,1438
7737,7737,2561.27,1957,387,845,1354
7738,7738,7427.47,2223,548,650,86
7739,7739,1134.16,2307,1794,689,967
7740,7740,2876.35,2432,489,448,1154
7741,7741,4706.35,1962,714,511,659
7742,7742,3231.25,1081,1509,745,233
7743,7743,1147.68,721,513,475,544
7744,7744,6940.93,941,213,269,547
7745,7745,8413.93,1551,1327,1012,723
7746,7746,995.03,1969,1009,1148,10
7747,7747,2119.25,2491,1432,1141,140
7748,7748,7006.31,1818,926,614,1446
7749,7749,1118.59,2031,610,152,342
7750,7750,7550.87,1468,573,309,808
7751,7751,4968.97,1170,982,1069,223
7752,7752,2856.8,1469,729,1047,132
7753,7753,5572.89,775,234,577,497
7754,7754,1505.64,577,1347,123,323
7755,7755,3753.0,1719,1393,566,1183
7756,7756,7934.46,2058,1173,531,43
7757,7757,2069.76,2238,791,1179,264
7758,7758,2481.51,1023,1491,836,940
7759,7759,2847.5,1177,650,1016,294
7760,7760,7297.93,729,345,460,1102
7761,7761,4752.78,1712,265,261,1230
7762,7762,2451.11,1131,472,862,666
7763,7763,824.83,1411,1148,242,889
7764,7764,1764.76,1097,897,960,808
7765,7765,3243.43,473,1818,465,785
7766,7766,1732.69,933,1542,894,320
7767,7767,2909.88,1955,1940,10,694
7768,7768,2708.93,2247,405,1118,537
7769,7769,2786.8,1650,975,392,1140
7770,7770,4898.52,1145,712,664,62
7771,7771,11441.8,1448,202,539,1296
7772,7772,6530.61,1472,1305,785,814
7773,7773,6399.3,1315,1687,8,398
7774,7774,2093.08,1201,1996,637,210
7775,7775,13160.92,1812,1888,36,341
7776,7776,5248.34,2262,782,1037,1372
7777,7777,12423.93,2395,1428,819,1426
7778,7778,1021.05,1871,996,333,484
7779,7779,3039.89,650,694,856,1285
7780,7780,3369.67,1619,948,565,876
7781,7781,1730.44,2020,1020,762,1129
7782,7782,5501.23,925,1135,707,792
7783,7783,5247.56,1883,418,596,276
7784,7784,1207.04,436,1482,155,336
7785,7785,4571.14,1802,1162,726,1041
7786,7786,4047.79,1076,845,756,900
7787,7787,1770.61,1023,1967,486,129
7788,7788,12660.71,1306,1485,477,1380
7789,7789,9023.38,2329,1835,1125,487
7790,7790,1907.91,1547,1043,944,1166
7791,7791,15791.56,1882,1940,769,1415
