payment_id,trip_id,payment_date,amount_paid,payment_method
6315,5174,2025-01-27,18035,Card
6316,2348,2025-09-19,45244,Cash
6317,2000,2025-03-24,56752,Bank Transfer
6318,1166,2025-07-20,9215,Card
6319,764,2025-11-09,48551,UPI
6320,949,2025-04-23,62100,Bank Transfer
6321,1994,2024-07-13,56563,Card
6322,8048,2024-07-16,65588,Card
6323,8393,2025-11-16,49775,Bank Transfer
6324,8708,2024-09-16,8491,Card
6325,7706,2025-06-09,60600,Bank Transfer
6326,4137,2024-11-23,4919,UPI
6327,2879,2024-10-16,10549,Card
6328,4316,2025-07-03,41848,Bank Transfer
6329,8222,2025-12-04,67562,Cash
6330,6779,2024-11-29,25236,Card
6331,5638,2024-05-26,18382,Bank Transfer
6332,1514,2024-12-28,42585,Card
6333,4874,2025-10-10,68446,Bank Transfer
6334,2152,2025-08-22,34822,Card
6335,2074,2025-05-26,25884,Card
6336,6749,2024-10-28,51532,Cash
6337,509,2024-08-26,39605,Card
6338,8351,2026-04-19,19038,Bank Transfer
6339,7353,2025-04-17,7517,Card
6340,933,2025-06-06,51224,Cash
6341,8827,2024-09-20,41994,UPI
6342,5624,2025-11-07,61288,Bank Transfer
6343,2250,2024-10-09,17778,UPI
6344,14,2025-09-12,2903,Cash
6345,4239,2024-09-07,24700,UPI
6346,9775,2025-05-05,37263,Card
6347,2002,2025-10-18,40449,Bank Transfer
6348,3288,2024-08-02,31283,Bank Transfer
6349,9914,2024-09-26,9680,Bank Transfer
6350,1241,2026-02-22,11530,Bank Transfer
6351,3891,2025-11-29,48938,Cash
6352,3483,2025-07-31,38144,UPI
6353,4904,2025-11-18,34256,Card
6354,8480,2025-09-08,45197,UPI
6355,4598,2024-09-30,35072,Bank Transfer
6356,1331,2024-06-23,68839,Bank Transfer
6357,9274,2025-09-05,68612,Card
6358,9957,2026-01-13,15181,UPI
6359,8919,2026-01-17,9580,UPI
6360,4267,2025-07-20,10003,UPI
6361,4128,2025-07-09,68215,Bank Transfer
6362,9399,2025-05-11,5607,Card
6363,9327,2024-07-14,57416,Bank Transfer
6364,9661,2024-10-28,22180,Card
6365,1899,2024-11-12,40684,Cash
6366,8454,2024-07-16,48527,Card
6367,6827,2024-06-21,49364,UPI
6368,9941,2024-11-12,28851,Card
6369,174,2024-08-17,59444,Cash
6370,2661,2026-05-01,27134,Bank Transfer
6371,5386,2024-10-24,29710,Bank Transfer
6372,9562,2024-09-11,22658,Card
6373,8216,2025-10-15,44364,Cash
6374,207,2025-09-13,55869,Card
6375,3451,2024-09-25,57449,Cash
6376,6085,2024-11-13,31649,Card
6377,6513,2025-07-18,29503,Cash
6378,2114,2024-07-18,56704,UPI
6379,7868,2025-08-14,3448,Cash
6380,1424,2025-02-14,25951,Card
6381,631,2024-09-18,49440,Cash
6382,6847,2025-08-06,20158,Bank Transfer
6383,6989,2026-02-04,21884,Bank Transfer
6384,9438,2024-10-08,51655,UPI
6385,3016,2026-03-22,38143,Card
6386,5054,2024-05-21,63624,UPI
6387,5879,2025-04-09,17596,Bank Transfer
6388,4382,2024-07-26,54999,Bank Transfer
6389,1909,2025-07-05,7453,Card
6390,7657,2026-05-12,33807,UPI
6391,8002,2024-05-26,33534,Bank Transfer
6392,2472,2026-01-02,60203,UPI
6393,1533,2025-01-19,18171,UPI
6394,1540,2025-12-16,38153,Bank Transfer
6395,3220,2025-09-15,43020,Card
6396,2364,2025-11-07,48841,Bank Transfer
6397,7594,2025-06-13,52903,Cash
6398,1204,2024-12-28,32528,Cash
6399,4394,2024-05-31,52871,Bank Transfer
6400,3128,2025-01-17,33404,Card
6401,3657,2025-04-12,29242,UPI
6402,4779,2024-05-29,10552,Bank Transfer
6403,1340,2025-01-21,35344,Bank Transfer
6404,3311,2024-12-21,28574,Card
6405,5415,2024-12-02,7471,Card
6406,366,2025-07-14,10900,Bank Transfer
6407,920,2025-04-27,16143,Bank Transfer
6408,3512,2025-04-18,34781,Bank Transfer
6409,2218,2025-10-21,21813,Cash
6410,7780,2025-01-31,53730,Bank Transfer
6411,5445,2024-11-28,11474,UPI
6412,2125,2025-05-29,17212,Cash
6413,9338,2024-10-28,21801,UPI
6414,8630,2025-08-07,63932,Card
6415,4626,2025-07-30,10364,UPI
6416,1564,2024-08-09,20215,Card
6417,4928,2024-08-17,57135,Card
6418,2424,2024-12-15,51336,UPI
6419,6902,2025-02-01,19613,Card
6420,6562,2026-04-08,48349,UPI
6421,5642,2025-03-03,21785,Bank Transfer
6422,1824,2025-01-27,28088,UPI
6423,8238,2025-11-27,29946,Card
6424,3817,2025-01-10,56881,UPI
6425,3427,2024-11-27,15522,Card
6426,3292,2026-03-14,57981,UPI
6427,1472,2025-10-17,51199,Cash
6428,9139,2024-05-21,35597,Card
6429,101,2025-03-17,65728,Card
6430,6971,2025-06-12,39098,UPI
6431,4577,2025-06-20,4644,Card
6432,1090,2024-08-28,40125,Card
6433,5243,2025-01-11,27897,Bank Transfer
6434,7174,2025-01-31,52500,Cash
6435,2399,2024-05-22,46058,Cash
6436,2530,2025-02-08,19992,Bank Transfer
6437,9463,2025-12-05,51981,UPI
6438,2889,2026-02-26,39243,Cash
6439,9296,2024-10-22,59370,Cash
6440,9744,2024-11-28,24511,UPI
6441,4558,2024-09-18,7757,UPI
6442,7310,2025-05-29,61811,UPI
6443,6592,2025-10-03,33316,UPI
6444,6217,2025-03-27,20025,Bank Transfer
6445,9248,2025-06-08,51938,UPI
6446,142,2025-06-13,7745,UPI
6447,8778,2025-09-02,53889,Bank Transfer
6448,2711,2026-02-21,46165,Bank Transfer
6449,1170,2025-11-12,1915,Card
6450,9491,2024-10-16,4365,Cash
6451,4341,2024-11-13,45320,Card
6452,2151,2025-03-02,11908,Bank Transfer
6453,8475,2024-10-21,59689,Bank Transfer
6454,7553,2024-12-03,30736,Bank Transfer
6455,830,2025-03-03,46787,Card
6456,2461,2024-08-18,40532,Card
6457,8813,2025-12-20,13768,Bank Transfer
6458,7008,2025-12-20,16260,Bank Transfer
6459,1914,2026-04-30,11928,UPI
6460,9512,2024-09-20,40792,Bank Transfer
6461,4578,2025-09-21,54921,Card
6462,8906,2024-12-04,31489,Card
6463,1365,2025-11-20,66171,Cash
6464,8538,2025-07-04,32929,Cash
6465,9313,2025-11-08,28683,Bank Transfer
6466,7332,2025-08-15,63088,Bank Transfer
6467,9614,2025-10-04,33068,Bank Transfer
6468,9763,2025-11-24,67030,Card
6469,795,2024-06-05,31580,Cash
6470,5828,2024-11-17,31149,Bank Transfer
6471,3757,2025-06-12,34509,Card
6472,5274,2025-02-13,10356,UPI
6473,6558,2026-01-04,19399,UPI
6474,3766,2025-04-18,7454,Cash
6475,2072,2024-06-06,49150,Card
6476,6754,2025-10-06,22952,Cash
6477,9180,2026-04-27,69445,UPI
6478,7426,2024-08-20,65516,Card
6479,8161,2025-02-26,11953,UPI
6480,4958,2025-08-11,64961,Card
6481,2672,2024-06-11,64577,Cash
6482,9641,2024-08-01,25176,Card
6483,1904,2025-04-08,25286,UPI
6484,4388,2025-03-27,22159,Bank Transfer
6485,1879,2025-09-12,58843,UPI
6486,1502,2024-07-17,2932,Card
6487,2120,2024-05-31,24320,Bank Transfer
6488,1555,2026-03-13,18864,Bank Transfer
6489,3044,2025-09-24,8951,UPI
6490,4580,2026-05-15,48842,Cash
6491,2080,2024-07-27,30962,UPI
6492,6347,2026-03-25,65158,UPI
6493,3506,2024-08-12,27973,UPI
6494,753,2024-12-08,10620,Bank Transfer
6495,3018,2024-07-14,25958,UPI
6496,1049,2024-06-12,14021,Card
6497,8578,2025-12-03,8934,Cash
6498,2476,2026-05-13,25824,Card
6499,9773,2026-05-06,31773,Bank Transfer
6500,926,2024-07-22,51645,Cash
6501,3491,2024-10-08,20414,Cash
6502,4103,2025-01-13,44058,Card
6503,3135,2025-01-12,60848,Card
6504,7173,2026-01-21,20144,UPI
6505,6157,2024-12-23,42431,Bank Transfer
6506,2649,2026-04-19,20136,Bank Transfer
6507,1408,2025-07-15,17667,Bank Transfer
6508,6516,2025-11-20,63063,Card
6509,5584,2025-12-12,37461,Cash
6510,8860,2025-01-04,39866,Bank Transfer
6511,1536,2025-04-20,12837,UPI
6512,7154,2025-02-24,25918,UPI
6513,7792,2025-04-19,67816,Card
6514,7571,2026-04-05,38299,Bank Transfer
6515,4412,2024-08-31,39585,Bank Transfer
6516,9663,2025-10-11,65828,UPI
6517,8371,2026-01-07,61163,UPI
6518,1565,2026-05-21,62597,Card
6519,4856,2025-11-09,45443,Card
6520,250,2024-12-15,17402,Bank Transfer
6521,2317,2025-04-06,53567,Card
6522,4202,2026-02-24,35059,Card
6523,8829,2026-04-20,57095,UPI
6524,3988,2025-09-11,34222,Bank Transfer
6525,2577,2026-03-21,39444,UPI
6526,1674,2026-02-01,5702,UPI
6527,1568,2024-11-13,17994,Bank Transfer
6528,6239,2025-05-31,45223,UPI
6529,7450,2026-05-06,38001,Card
6530,2869,2025-05-11,35206,Card
6531,1878,2024-11-19,55731,Card
6532,3883,2024-10-19,53567,Card
6533,8906,2024-10-27,69526,Card
6534,6026,2025-06-16,52967,Cash
6535,7622,2025-04-08,20543,Bank Transfer
6536,1422,2025-11-17,31011,Cash
6537,9984,2025-01-15,4293,Bank Transfer
6538,5088,2025-10-25,41636,Cash
6539,7338,2024-12-26,4866,Card
6540,5325,2024-08-14,12133,Cash
6541,9695,2025-02-21,58542,UPI
6542,6560,2025-12-22,39386,Card
6543,2319,2025-06-02,66061,Card
6544,9867,2025-05-08,44860,UPI
6545,9300,2026-02-16,4246,UPI
6546,5404,2024-10-26,37169,Bank Transfer
6547,3525,2025-04-16,17281,UPI
6548,4597,2026-01-12,54165,UPI
6549,5835,2025-12-24,41321,Card
6550,8662,2026-05-03,53418,UPI
6551,9394,2024-10-16,5136,UPI
6552,9060,2025-04-08,31416,UPI
6553,2945,2025-01-03,40751,UPI
6554,1666,2025-09-02,56578,Card
6555,2882,2026-03-07,54852,Cash
6556,4887,2024-08-27,7698,Card
6557,5971,2024-05-22,18979,Card
6558,3283,2025-02-09,35902,Cash
6559,6271,2025-06-11,37436,Bank Transfer
6560,877,2025-07-31,40059,Cash
6561,4910,2024-10-07,2239,Card
6562,2502,2026-04-02,4344,Cash
6563,8514,2024-05-26,8488,UPI
6564,6239,2025-07-05,8967,Cash
6565,8126,2024-08-04,66243,Bank Transfer
6566,5158,2024-07-29,10179,Bank Transfer
6567,3411,2025-09-07,8632,Bank Transfer
6568,9127,2025-08-25,14747,Cash
6569,1949,2024-05-23,28536,Card
6570,3388,2024-11-16,61101,UPI
6571,8857,2025-07-29,36005,Cash
6572,8244,2026-03-03,55018,Card
6573,7372,2026-05-10,63830,UPI
6574,9732,2025-11-12,61652,Card
6575,8145,2025-12-13,52873,Card
6576,317,2026-02-10,4250,Cash
6577,9226,2025-05-11,12539,Bank Transfer
6578,8043,2025-06-11,24712,Bank Transfer
6579,9639,2026-03-19,63036,Cash
6580,1450,2025-03-09,61551,Card
6581,8739,2026-01-05,55644,Cash
6582,1338,2026-02-21,57421,Cash
6583,8791,2025-02-24,20366,Cash
6584,5916,2025-07-06,19962,Bank Transfer
6585,9546,2024-09-20,61619,Cash
6586,4044,2025-12-09,5113,Cash
6587,9303,2024-12-09,44273,Cash
6588,3896,2024-07-21,36540,Card
6589,3226,2026-01-14,29901,Bank Transfer
6590,6072,2025-07-23,27649,UPI
6591,4240,2025-09-11,4378,Cash
6592,2269,2024-09-27,56680,Bank Transfer
6593,3982,2024-09-30,6237,UPI
6594,338,2025-09-03,24764,Card
6595,523,2024-11-02,28227,Bank Transfer
6596,5206,2026-03-12,25584,Cash
6597,7819,2025-09-25,33073,Bank Transfer
6598,3773,2024-08-02,39120,Bank Transfer
6599,1168,2025-02-20,54758,Card
6600,4542,2025-11-23,63238,Card
6601,7785,2024-08-15,52568,Bank Transfer
6602,3006,2025-01-17,41843,Card
6603,7761,2025-06-18,52806,Bank Transfer
6604,351,2025-06-15,28646,Card
6605,7307,2025-12-01,43390,Bank Transfer
6606,4005,2024-12-11,65490,Bank Transfer
6607,5026,2024-07-31,63766,Bank Transfer
6608,732,2025-12-19,50198,Card
6609,1076,2025-08-17,36038,Bank Transfer
6610,4850,2025-08-15,30965,Cash
6611,4099,2026-05-03,51339,Bank Transfer
6612,4328,2025-06-30,47311,Bank Transfer
6613,698,2025-07-24,65314,Card
6614,7846,2025-04-13,21985,Bank Transfer
6615,2956,2026-02-24,4214,Card
6616,375,2025-05-15,8611,UPI
6617,6660,2025-11-29,18527,Card
6618,8234,2024-10-02,52270,UPI
6619,3668,2025-10-15,9530,Bank Transfer
6620,405,2026-01-23,37772,UPI
6621,7988,2026-01-19,68795,Card
6622,3380,2025-09-12,2612,Card
6623,1627,2026-05-07,51064,Card
6624,4637,2024-12-21,12342,Bank Transfer
6625,945,2024-09-10,52033,Bank Transfer
6626,282,2024-08-02,66362,UPI
6627,9944,2024-06-05,24398,UPI
6628,8828,2024-08-22,38358,Card
6629,2280,2024-11-16,23661,Cash
6630,7526,2024-10-02,12275,Cash
6631,6358,2024-11-20,54912,Bank Transfer
6632,9859,2024-05-23,62678,Card
6633,7984,2024-11-05,51529,Card
6634,3638,2025-08-08,32840,Card
6635,2818,2025-04-05,32361,Cash
6636,4910,2025-02-13,27804,UPI
6637,1618,2024-08-24,59546,Cash
6638,3736,2024-09-07,57264,UPI
6639,9129,2025-07-19,45796,Cash
6640,9698,2024-07-26,13200,Bank Transfer
6641,1515,2025-12-21,21350,UPI
6642,4388,2024-08-03,65178,Card
6643,4199,2024-10-03,69203,Card
6644,8556,2026-02-05,37894,UPI
6645,7637,2025-10-31,53328,Bank Transfer
6646,4777,2025-12-10,45369,Card
6647,5266,2025-07-24,49455,Bank Transfer
6648,3861,2026-01-12,1724,Cash
6649,6527,2026-04-23,40159,Card
6650,4370,2025-02-14,3841,Card
6651,3647,2025-02-11,43210,UPI
6652,8997,2024-11-12,43702,Card
6653,3542,2025-04-11,56724,Bank Transfer
6654,9627,2025-10-04,62065,Card
6655,9832,2024-06-08,53047,UPI
6656,3091,2026-02-10,36409,Cash
6657,9194,2024-09-26,60149,Bank Transfer
6658,8575,2026-04-21,24081,Card
6659,9278,2025-11-04,10550,Cash
6660,7697,2024-06-20,29975,Cash
6661,2437,2024-07-06,13020,Bank Transfer
6662,7542,2025-06-25,26617,Bank Transfer
6663,4708,2024-07-26,53441,UPI
6664,719,2025-11-09,1376,Card
6665,7175,2026-05-07,53503,UPI
6666,9001,2026-05-16,68828,Bank Transfer
6667,2900,2026-05-09,66745,Bank Transfer
6668,9713,2025-03-25,61777,UPI
6669,4817,2025-08-20,55103,UPI
6670,5033,2024-11-20,38616,UPI
6671,4441,2024-08-04,36061,UPI
6672,4634,2025-09-23,30905,UPI
6673,3723,2025-09-19,47475,Bank Transfer
6674,8549,2026-04-11,17058,Cash
6675,2061,2026-01-05,5517,Bank Transfer
6676,816,2026-03-01,42718,UPI
6677,2402,2025-12-01,41450,Bank Transfer
6678,6924,2025-06-19,55757,Card
6679,8085,2024-10-10,53285,Bank Transfer
6680,6329,2026-05-19,26108,UPI
6681,1771,2024-09-01,28487,UPI
6682,9157,2026-04-10,51112,UPI
6683,5184,2025-07-04,43891,UPI
6684,5329,2024-07-19,46883,Cash
6685,8559,2025-04-08,63849,Cash
6686,5865,2026-02-04,3337,Cash
6687,5712,2025-08-07,12224,UPI
6688,4237,2025-09-24,26768,Card
6689,7231,2025-10-29,13193,Card
6690,330,2025-01-22,26401,Bank Transfer
6691,1288,2025-01-06,22827,UPI
6692,7195,2026-05-14,40273,Bank Transfer
6693,9436,2026-02-10,42356,Cash
6694,409,2025-02-02,44165,Cash
6695,3087,2024-11-07,45932,Bank Transfer
6696,4686,2024-06-12,44258,Card
6697,9313,2024-12-31,38474,Cash
6698,3650,2025-07-20,28288,Cash
6699,4329,2024-06-13,52538,Cash
6700,9922,2025-10-07,35603,Card
6701,5902,2026-01-18,12613,Bank Transfer
6702,6867,2026-01-11,42218,UPI
6703,2716,2025-03-15,69006,Card
6704,6050,2025-11-20,22485,Card
6705,1901,2025-11-11,31919,Bank Transfer
6706,3297,2025-01-03,64311,UPI
6707,2189,2024-11-07,65005,UPI
6708,9562,2024-07-10,18184,Bank Transfer
6709,7302,2025-05-15,8017,Bank Transfer
6710,4422,2025-11-02,13078,Cash
6711,4340,2025-10-24,2638,Card
6712,4085,2024-10-17,26679,Bank Transfer
6713,5761,2025-09-10,9579,Card
6714,8824,2024-09-28,35921,UPI
6715,9516,2026-01-12,38478,Card
6716,3014,2024-12-29,15350,Bank Transfer
6717,3827,2025-03-19,51018,Bank Transfer
6718,1461,2024-05-25,65234,Cash
6719,4925,2026-02-24,27693,Bank Transfer
6720,7040,2024-09-28,36298,Cash
6721,1688,2024-09-02,23453,Cash
6722,4279,2025-06-16,49932,Card
6723,5720,2025-07-26,24487,Cash
6724,7533,2025-10-04,7914,Cash
6725,1396,2024-12-02,26363,Bank Transfer
6726,396,2025-10-16,31647,Card
6727,9854,2025-11-26,9194,Card
6728,1850,2024-05-22,49929,Cash
6729,4739,2024-05-21,30545,Bank Transfer
6730,3425,2025-07-29,27267,UPI
6731,3139,2024-09-24,62932,Cash
6732,6018,2025-09-24,35191,Bank Transfer
6733,3155,2026-03-08,51794,Card
6734,9211,2026-01-03,61617,Card
6735,9373,2025-10-01,59290,Cash
6736,2813,2024-12-17,48982,Cash
6737,8323,2026-03-29,51495,UPI
6738,6253,2024-08-11,9859,Bank Transfer
6739,6393,2026-04-15,56357,Cash
6740,8360,2026-05-10,65364,UPI
6741,1723,2024-11-11,6463,Bank Transfer
6742,6131,2024-09-01,15152,UPI
6743,1255,2025-05-07,55798,Card
6744,5046,2025-06-26,63320,Card
6745,5019,2025-04-24,4308,UPI
6746,3728,2026-04-18,33150,UPI
6747,7452,2026-03-06,31935,Cash
6748,8733,2025-06-26,68700,UPI
6749,2851,2025-12-13,14620,Card
6750,756,2025-12-06,38725,Cash
6751,6033,2025-01-09,6128,Card
6752,5059,2024-12-07,10983,Card
6753,6467,2026-02-03,49143,Card
6754,4432,2025-10-10,13321,UPI
6755,8300,2025-01-11,60222,UPI
6756,6464,2024-08-23,8923,UPI
6757,8405,2025-06-11,23974,Bank Transfer
6758,1965,2025-03-25,67503,Card
6759,7954,2026-05-01,25998,Bank Transfer
6760,4049,2025-08-22,53649,Bank Transfer
6761,7934,2026-01-06,69153,Bank Transfer
6762,3260,2024-08-01,26282,Card
6763,4968,2025-08-12,45816,UPI
6764,2025,2025-04-21,31098,Card
6765,9947,2024-11-21,19508,UPI
6766,5458,2025-12-18,12114,Cash
6767,10000,2025-12-04,13704,UPI
6768,5566,2025-05-29,24303,Bank Transfer
6769,4885,2026-05-09,6035,UPI
6770,2296,2025-10-10,15429,Card
6771,960,2026-03-01,30546,Cash
6772,2083,2025-11-24,46467,Cash
6773,1184,2026-01-31,45898,Cash
6774,4380,2024-10-08,13512,Cash
6775,8462,2024-06-17,47211,Bank Transfer
6776,3744,2025-01-14,9171,Card
6777,1405,2025-03-18,2772,Cash
6778,7236,2024-08-19,38469,UPI
6779,3108,2026-04-07,36562,Bank Transfer
6780,259,2024-08-29,7886,UPI
6781,7376,2024-09-20,24386,Bank Transfer
6782,1468,2025-04-23,40221,Card
6783,4601,2024-11-02,6986,Cash
6784,5996,2025-02-20,65963,UPI
6785,8405,2026-02-06,29165,Cash
6786,8146,2025-04-25,50462,UPI
6787,6744,2025-04-17,8673,Cash
6788,252,2025-03-12,42767,UPI
6789,7342,2025-02-09,30933,Bank Transfer
6790,3540,2025-09-22,11504,Bank Transfer
6791,1417,2025-02-06,33888,UPI
6792,8173,2026-01-07,30679,Cash
6793,3249,2025-03-21,42716,Card
6794,8208,2026-02-28,27626,Cash
6795,1797,2024-08-28,51832,UPI
6796,4613,2025-03-24,18008,Card
6797,7041,2025-12-07,65282,UPI
6798,9119,2024-12-09,47733,Bank Transfer
6799,7180,2024-09-05,4591,Cash
6800,2824,2025-02-18,64419,UPI
6801,1360,2026-04-25,22570,UPI
6802,9534,2026-01-06,47118,Cash
6803,3545,2024-07-09,19150,UPI
6804,8138,2025-04-25,28874,Card
6805,7166,2025-03-03,49334,Card
6806,9311,2025-04-06,22259,Card
6807,1497,2025-08-30,29977,UPI
6808,3065,2026-02-26,2430,Bank Transfer
6809,2694,2026-03-01,56610,Bank Transfer
6810,334,2024-05-28,40801,Cash
6811,548,2025-10-16,35847,Cash
6812,4018,2024-11-23,23408,UPI
6813,8583,2025-01-25,39147,Bank Transfer
6814,1356,2026-03-13,45028,UPI
6815,2767,2025-02-12,59593,Bank Transfer
6816,7595,2024-10-10,51611,UPI
6817,7321,2024-11-21,58318,Bank Transfer
6818,29,2026-03-29,55125,UPI
6819,4577,2025-11-20,43265,Bank Transfer
6820,4277,2026-04-10,9248,Cash
6821,2093,2025-07-03,19786,Card
6822,6344,2026-03-29,30695,Cash
6823,3434,2026-02-24,65021,Bank Transfer
6824,2055,2026-03-21,33842,Bank Transfer
6825,1121,2025-12-30,60714,Bank Transfer
6826,3230,2024-09-21,43843,UPI
6827,1839,2025-02-10,22114,Card
6828,8643,2026-03-27,8579,Card
6829,9725,2026-03-01,3123,Cash
6830,142,2024-12-27,22505,UPI
6831,3370,2025-08-28,65186,Cash
6832,8765,2024-09-26,57311,Bank Transfer
6833,8642,2025-03-14,33891,Card
6834,1100,2025-08-09,61590,Bank Transfer
6835,1376,2026-02-28,48726,Card
6836,8862,2025-12-01,68038,Card
6837,8851,2024-10-14,21100,Bank Transfer
6838,681,2025-12-22,20505,Cash
6839,5889,2025-07-26,4296,Card
6840,8815,2025-02-26,68705,Cash
6841,9416,2025-12-12,56968,Bank Transfer
6842,6924,2025-04-01,8525,Card
6843,3661,2024-10-09,48389,Cash
6844,7189,2024-06-26,28156,Card
6845,369,2025-10-18,9825,UPI
6846,2400,2025-08-27,21061,UPI
6847,9452,2024-12-05,55270,Cash
6848,1546,2025-10-01,64091,Bank Transfer
6849,4868,2024-06-13,8461,Bank Transfer
6850,1752,2026-03-25,1404,Cash
6851,2419,2024-07-23,15453,Bank Transfer
6852,8813,2025-01-27,62818,Card
6853,6992,2025-10-13,59967,Cash
6854,3658,2025-02-16,25713,Bank Transfer
6855,5394,2025-08-14,60268,Cash
6856,2771,2025-09-18,9913,UPI
6857,8432,2024-12-27,44399,Card
6858,2923,2025-03-12,36551,Cash
6859,7092,2026-01-16,29979,Card
6860,8876,2024-10-29,60958,Cash
6861,3026,2025-04-09,59273,Bank Transfer
6862,6071,2024-05-22,60529,Card
6863,6198,2024-09-25,68763,UPI
6864,422,2026-05-01,34620,Card
6865,1227,2026-05-01,44910,UPI
6866,3431,2026-05-07,42695,Cash
6867,4973,2025-12-26,19098,UPI
6868,7423,2024-06-28,6689,Bank Transfer
6869,2161,2024-08-05,51067,Bank Transfer
6870,9162,2025-09-28,30975,UPI
6871,2539,2025-12-07,3593,Cash
6872,9255,2025-12-04,18847,Bank Transfer
6873,1396,2026-01-29,49255,Card
6874,169,2024-11-09,19376,Cash
6875,6231,2024-10-22,1303,Card
6876,6064,2025-03-01,29221,Bank Transfer
6877,445,2026-04-24,43489,Card
6878,3570,2026-04-27,60081,UPI
6879,6490,2025-09-24,11744,UPI
6880,893,2025-09-25,51196,Bank Transfer
6881,7388,2025-12-26,62978,Card
6882,3612,2024-10-20,64890,Card
6883,8160,2025-12-04,52471,Bank Transfer
6884,5955,2025-10-01,53773,Card
6885,3254,2024-11-04,4148,UPI
6886,3731,2026-03-24,58932,UPI
6887,4457,2024-10-07,18934,Cash
6888,6269,2026-05-14,54278,UPI
6889,4771,2024-08-31,20457,UPI
6890,9726,2026-01-18,51462,Bank Transfer
6891,2335,2025-09-05,53519,Bank Transfer
6892,6399,2026-04-06,66496,Cash
6893,2476,2025-07-21,1189,Cash
6894,6034,2024-10-28,3591,Cash
6895,8992,2024-05-24,11624,Bank Transfer
6896,2927,2025-07-26,66536,Cash
6897,4100,2025-08-05,37543,Card
6898,7208,2024-11-18,48717,Cash
6899,7118,2024-09-04,7103,Bank Transfer
6900,4071,2025-11-02,40530,UPI
6901,2427,2024-08-24,44137,Cash
6902,4739,2024-06-15,20069,UPI
6903,3339,2025-09-17,45853,UPI
6904,791,2026-04-07,22986,UPI
6905,5913,2024-11-03,32388,Cash
6906,2766,2025-03-09,36576,UPI
6907,7868,2026-04-01,34514,Bank Transfer
6908,5204,2024-06-10,43390,UPI
6909,5153,2024-10-31,16858,Cash
6910,6760,2025-03-05,26924,Card
6911,6932,2024-08-13,13838,Card
6912,2891,2025-01-02,66470,UPI
6913,8800,2024-06-08,30434,Card
6914,5723,2026-03-08,25649,UPI
6915,4814,2025-08-15,33833,Bank Transfer
6916,8379,2025-01-30,63672,Cash
6917,6226,2025-10-06,37832,Bank Transfer
6918,1083,2024-06-02,5722,Bank Transfer
6919,4212,2024-09-22,1302,Card
6920,193,2025-05-08,21619,UPI
6921,425,2026-02-11,64426,UPI
6922,8583,2026-03-22,24361,Cash
6923,4194,2026-03-11,24894,Cash
6924,1099,2025-09-29,28334,Card
6925,6884,2025-03-28,58397,Cash
6926,1632,2025-08-09,8680,Cash
6927,7592,2025-10-22,20598,Cash
6928,3479,2024-09-01,14037,Card
6929,3431,2025-05-26,7334,UPI
6930,3866,2024-07-06,32598,Card
6931,5525,2025-07-17,11037,Bank Transfer
6932,8252,2024-08-04,30588,Cash
6933,1436,2025-10-25,17177,Bank Transfer
6934,4087,2025-04-20,44774,UPI
6935,2453,2025-06-12,34622,Card
6936,195,2026-04-22,9828,Cash
6937,4216,2024-10-12,56798,UPI
6938,663,2026-03-12,49416,Cash
6939,9930,2025-06-26,49642,UPI
6940,8158,2025-03-11,18514,Cash
6941,9861,2026-01-16,41000,Bank Transfer
6942,9922,2025-07-17,8282,Card
6943,994,2024-08-18,62021,Bank Transfer
6944,7190,2026-01-08,53932,Cash
6945,6052,2026-01-09,59521,Card
6946,8509,2025-07-06,2303,UPI
6947,2982,2024-12-30,30209,UPI
6948,6217,2026-04-11,40415,Bank Transfer
6949,6541,2025-06-17,41085,UPI
6950,7990,2025-08-14,31957,Bank Transfer
6951,515,2026-04-29,31273,Bank Transfer
6952,9552,2024-12-13,50247,Bank Transfer
6953,4425,2024-10-08,20789,UPI
6954,8376,2025-04-07,65903,Card
6955,534,2025-10-26,63052,Card
6956,4132,2025-03-03,29345,Cash
6957,3319,2026-01-11,62688,Card
6958,8885,2024-05-27,29179,UPI
6959,247,2024-07-11,41348,Cash
6960,739,2025-06-02,60392,Bank Transfer
6961,3675,2024-07-22,27733,UPI
6962,164,2024-11-19,27593,Card
6963,5376,2024-10-14,11474,Card
6964,7648,2024-08-23,27347,Cash
6965,3238,2025-06-02,19511,Cash
6966,3511,2024-11-27,29822,Bank Transfer
6967,9657,2026-03-07,50738,Bank Transfer
6968,7932,2024-07-24,41989,Card
6969,4791,2025-04-08,20428,Card
6970,6828,2025-03-22,47945,UPI
6971,5465,2025-11-14,36848,Cash
6972,2629,2026-02-28,56550,UPI
6973,9938,2025-11-14,11753,Bank Transfer
6974,2994,2025-10-31,52207,Card
6975,2699,2026-04-13,63719,Cash
6976,1485,2025-02-15,6157,UPI
6977,2560,2025-09-20,32023,Card
6978,3580,2025-04-20,26231,UPI
6979,6674,2026-01-15,23761,Cash
6980,3480,2026-02-10,24797,Card
6981,6813,2025-10-09,14241,Cash
6982,9206,2025-10-25,63860,Cash
6983,5974,2024-10-22,51785,Card
6984,8106,2025-03-31,13526,UPI
6985,5783,2026-02-06,1208,Bank Transfer
6986,6045,2026-02-24,12090,UPI
6987,5270,2024-09-07,31654,Card
6988,2220,2025-06-01,50922,Bank Transfer
6989,4642,2026-05-04,18812,Card
